Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,judul_bersih,bahan_bersih,Quality Score
Mongolian beef,500 gr daging sapi tanpa lemak--secukupnya Daun bawang--Bhn marinate--1 butir telur--3 sdm Maizena--2 sdm soy sauce--Sedikit garam--Sejumput baking soda--secukupnya Minyak goreng--Bhn saos--4 siung bawang putih--5 slice jahe--1 sdm oysters sauce--3 sdm soy sauce--1 sdm dark soy sauce--1 sdm peres gula pasir--1 sdm maizena--,"1) Potong tipis daging, lalu marinate -+ 20 menit
2) Goreng daging dengan minyak panas (minyak banyak) pisah2 daging br gk nempel, smp agak crispy lalu angkat dan tiriskan
3) Tumis bawang putih dan jahe smp harum, masukan bahan sauce, Kentalkn dg larutan maizena(test rasa), masukan daging aduk rata sebelum d angkat masukan daun bawang aduk lagi.",32,https://cookpad.com/id/resep/3455053-mongolian-beef,sapi,mongolian beef,17,"daging sapi lemak , daun bawang , bhn marinate , telur , maizena , soy sauce , garam , sejumput baking soda , minyak goreng , bhn saos , bawang putih , slice jahe , oysters sauce , soy sauce , dark soy sauce , peres gula pasir , maizena",3,mongolian beef,500 gr daging sapi tanpa lemak secukupnya daun bawang bhn marinate 1 butir telur 3 sdm maizena 2 sdm soy sauce sedikit garam sejumput baking soda secukupnya minyak goreng bhn saos 4 siung bawang putih 5 slice jahe 1 sdm oysters sauce 3 sdm soy sauce 1 sdm dark soy sauce 1 sdm peres gula pasir 1 sdm maizena,0.1954
Buncis Orak Arik Telur Nyammii,1 Butir Telur Ayam--1/4 kgs Buncis--2 Siung Bawang Putih--4 Biji Cabe Merah Kriting--Merica Bubuk--Garam--Penyedap Rasa--,"1) Bersihkan dahulu buncis sblm dipotong
2) Tambahkan Cabe Merah Kriting dan Bawang Putih. Kupas lalu potong2 kecil2
3) Jangan lupa yah Tambahkan Merica Bubuk nya buibuk...
4) Tumis semua Bahan, Bawang Putih, Cabe, Telur setelah wangi masukkan sayur buncis,stlh layu masukkan merica bubuk, garam,penyedap sckpnya. Lalu angkat siap dihidangkan..hmm deabak...enak...Selamat Mencoba",32,https://cookpad.com/id/resep/4245257-buncis-orak-arik-telur-nyammii,telur,buncis orak arik telur nyammii,7,"telur ayam , kgs buncis , bawang putih , biji cabe merah kriting , merica bubuk , garam , penyedap",4,buncis orak arik telur nyammii,1 butir telur ayam 1 4 kgs buncis 2 siung bawang putih 4 biji cabe merah kriting merica bubuk garam penyedap rasa,0.2896
Tongseng Sapi #Bandung_RecookDewiLinaFaidah,"500 gr daging sapi--2 bh serai, geprek/memarkan--1 ruas jari Lengkuas, geprek/memarkan--3 lbr daun jeruk, buang tulang daunnya--2 lbr daun salam--Secukupnya merica bubuk--1 bh tomat, potong-potong--Secukupnya kol, potong-potong (saya ngk pake)--2 sdm saus tiram--2 sdm kecap manis--70 ml santan (saya pakai santan instant serbuk ditambah air)--Bumbu yang di haluskan:--4 siung bawang putih--2 ruas jari kunyit--7 siung bawang merah--7 bh cabe keriting--4 btr kemiri--Secukupnya garam dan gula pasir--","1) Rebus daging sapi sampai matang dan empuk, lalu potong-potong (sesuai selera motongnya), sisihkan.
2) Tumis bumbu halus beserta daun jeruk, salam, serai, dan lengkuas. Tumis hingga matang dan harum. Masukan daging sapi dan air kaldunya, tambahkan saus tiram, kecap, dan merica bubuk. Masak hingga airnya agak surut, masukan santan. Masak hingga mendidih dengan api kecil sambil terus di aduk-aduk agar santannya tidak pecah. Angkat dan sajikan.",32,https://cookpad.com/id/resep/3733959-tongseng-sapi-bandung_recookdewilinafaidah,sapi,tongseng sapi,18,"daging sapi , serai , geprek memarkan , lengkuas , geprek memarkan , daun jeruk , buang tulang daunnya , daun salam , merica bubuk , tomat , potong potong , kol , potong potong ngk pake , saus tiram , kecap manis , santan santan instant serbuk ditambah air , bumbu haluskan , bawang putih , kunyit , bawang merah , cabe keriting , kemiri , garam gula pasir",2,tongseng sapi bandung_recookdewilinafaidah,"500 gr daging sapi 2 bh serai, geprek memarkan 1 ruas jari lengkuas, geprek memarkan 3 lbr daun jeruk, buang tulang daunnya 2 lbr daun salam secukupnya merica bubuk 1 bh tomat, potong potong secukupnya kol, potong potong saya ngk pake 2 sdm saus tiram 2 sdm kecap manis 70 ml santan saya pakai santan instant serbuk ditambah air bumbu yang di haluskan 4 siung bawang putih 2 ruas jari kunyit 7 siung bawang merah 7 bh cabe keriting 4 btr kemiri secukupnya garam dan gula pasir",0.1744
Makaroni telor a.k.a Maklor,"150 gram makaroni elbow--1 butir telur (kocok lepas)--1 sdm minyak wijen(boleh dganti minyak apa aja)--Secukupnya air--Sejumput garam--Bumbu tabur(sesuai selera)--Secukupnya bumbu balado, jagung bakar,bon cabe--","1) Didihkan air yg sudsh dicampur minyak+garam. Lalu rebus makaroni hingga matang. Tiriskan
2) Siapkan wajan, beri sedikit minyak lalu masukkan makaroni, oseng2 hingga setengah kering.
3) Masukkan telur yg sudah dikocok td. Lalu orak arik hingga matang. Tiriskan, kemudian beri bumbu tabur. Siap dimakan",32,https://cookpad.com/id/resep/4400248-makaroni-telor-aka-maklor,telur,makaroni telor a k a maklor,7,"makaroni elbow , telur kocok lepas , minyak wijen dganti minyak , air , sejumput garam , bumbu tabur , bumbu balado , jagung bakar , bon cabe",3,makaroni telor a k a maklor,"150 gram makaroni elbow 1 butir telur kocok lepas 1 sdm minyak wijen boleh dganti minyak apa aja secukupnya air sejumput garam bumbu tabur sesuai selera secukupnya bumbu balado, jagung bakar,bon cabe",0.2597
Balado telur kentang,"1/2 kg telur--2 buah kentang--Bumbu yg di haluskan:--10 buah cabe merah--3 buah cabe rawit merah--5 buah bawang merah--1 siung bawang putih--2 buah tomat merah, kupas--Garam dan penyedap--","1) Rebus telur tambahkan garam supaya gampang di kupas
2) Setelah telur mateng, lalu di kupas dan goreng dalam minyak panas ngebul dikit supaya hasil goreng telurnya bagus
3) Kupas kentang lalu potong, terus di goreng
4) Tumis bumbu yg di haluskan dengan minyak yg cukup, setelah mateng dan tidak bau langu, dan sedikit berminyak, masukan telur dan kentang yg sudah di goreng.
5) Aduk rata. Dan angkat sajikan",32,https://cookpad.com/id/resep/3944951-balado-telur-kentang,telur,balado telur kentang,9,"telur , kentang , bumbu haluskan , cabe merah , cabe rawit merah , bawang merah , bawang putih , tomat merah , kupas , garam penyedap",5,balado telur kentang,"1 2 kg telur 2 buah kentang bumbu yg di haluskan 10 buah cabe merah 3 buah cabe rawit merah 5 buah bawang merah 1 siung bawang putih 2 buah tomat merah, kupas garam dan penyedap",0.3135
Tahu Aci Pedas Manis #Bandung_RecookOchirosi,"6 buah Tahu Kuning, Haluskan dengan menggunakan garpu--100 gr Tepung Kanji--1 butir Telur, kocok lepas--secukupnya Daun Bawang--secukupnya Garam, Merica--Bahan Saus :--3 sdm Saus Cabai--1 sdm Saus Tomat--Bumbu Halus 1 :--3 siung Bawang Putih--5 butir Bawang Merah--Bumbu Halus 2 :--3 siung Bawang Putih--5 butir Bawang Merag--5 buah Cabe Rawit Merah *sesuai selera--","1) Campur tahu+telur+tepung kanji+bumbu halus 1. Bumbui dengan garam dan merica. Aduk rata. Tes rasa.
2) Cetak adonan membentuk bulatan.
3) Panaskan air mendidih lalu masukkan bulatan adonan. Masak hingga adonan mengapung. Angkat dan tiriskan. Biarkan hingga dingin.
4) Panaskan minyak goreng, lalu goreng bulatan adonan. Masak hingga berkulit dan matang kecoklatan. Angkat dan tiriskan.
5) Tumis bumbu halus 2 hingga harum lalu masukkan bahan saus. Aduk rata. Tes rasa. Lalu masukkan tahu aci yang sudah digoreng. Masukkan daun bawang. Aduk rata. Angkat dan sajikan hangat.",32,https://cookpad.com/id/resep/4275323-tahu-aci-pedas-manis-bandung_recookochirosi,tahu,tahu aci pedas manis,15,"tahu kuning , haluskan garpu , tepung kanji , telur , kocok lepas , daun bawang , garam , merica , saus , saus cabai , saus tomat , bumbu halus , bawang putih , bawang merah , bumbu halus , bawang putih , bawang merag , cabe rawit merah",5,tahu aci pedas manis bandung_recookochirosi,"6 buah tahu kuning, haluskan dengan menggunakan garpu 100 gr tepung kanji 1 butir telur, kocok lepas secukupnya daun bawang secukupnya garam, merica bahan saus 3 sdm saus cabai 1 sdm saus tomat bumbu halus 1 3 siung bawang putih 5 butir bawang merah bumbu halus 2 3 siung bawang putih 5 butir bawang merag 5 buah cabe rawit merah sesuai selera",0.2928
Udang saus padang simple,"1/4 kg Udang segar--1/2 siung bawang bombay iris2--1 buah Cabai merah besar iris--4 sdm saus sambal--3 sdm saus tomat--2 sdm saus tiram--1 buah tomat,potong kecil-kecil--1 btang daun bawang iris2--2 cm jahe,geprek--secukupnya Garam,gula dan air--1 sdt maizena larutkan dg sedikit air--Jeruk nipis--Bumbu halus:--3 buah bawang putih--4 buah bawang merah--3 buah cabe merah--5 buah cabai rawit(sesuai selera)--4 butir merica--","1) Cuci bersih udang,buang bagian kepala lalu lumuri dg jeruk nipis
2) Tumis bumbu halus,bawang bombay, jahe, dan cabe merah sampai harum
3) Masukkan udang aduk sebentar lalu masukkan air beserta garam,dan gula tambah vetsin kalau suka
4) Lanjut dengan memasukkan saus tomat,saus sambal, saus tiram,potongan tomat dan daun bawang
5) Tes rasa. Jika sudah pas masukkan larutan maizena aduk sebentar,angkat dan sajikan!
6) Selamat mencoba!",32,https://cookpad.com/id/resep/4348398-udang-saus-padang-simple,udang,udang saus padang simple,18,"udang segar , bawang bombai , cabai merah , saus sambal , saus tomat , saus tiram , tomat , potong , btang daun bawang , jahe , geprek , garam , gula air , maizena larutkan dg air , jeruk nipis , bumbu halus , bawang putih , bawang merah , cabe merah , cabai rawit , merica",6,udang saus padang simple,"1 4 kg udang segar 1 2 siung bawang bombay iris2 1 buah cabai merah besar iris 4 sdm saus sambal 3 sdm saus tomat 2 sdm saus tiram 1 buah tomat,potong kecil kecil 1 btang daun bawang iris2 2 cm jahe,geprek secukupnya garam,gula dan air 1 sdt maizena larutkan dg sedikit air jeruk nipis bumbu halus 3 buah bawang putih 4 buah bawang merah 3 buah cabe merah 5 buah cabai rawit sesuai selera 4 butir merica",0.253
Tumis tahu dan tauge,"6 buah tahu putih(satu bgks)--Tauge secukupnya,cuci bersih,sisihkan--1 bgks saos tiram/teriyaki--Cabe rawit dan cabe keriting secukupnya,iris tipis--4 siung bawang merah,iris tipis--2 siung bawang putih,iris tipis--1/2 buah tomat,potong2--secukupnya Gula dan garam--secukupnya Minyak untuk menumis--","1) Goreng tahu terlebih dahulu,lalu potong kotak kecil2
2) Tumis irisan bawang merah dan putih hingga harum kecoklatan
3) Lalu masukan irisan cabe dan tomat,masukan saos tiram, gula dan garam.tumis hingga cabe layu
4) Selanjutnya masukan tahu dan tauge
5) Kasih sedikit air.test rasa.jgn terlalu matang y taugenya.done",32,https://cookpad.com/id/resep/4447411-tumis-tahu-dan-tauge,tahu,tumis tahu tauge,9,"tahu putih bgks , tauge , sisihkan , bgks saos tiram teriyaki , cabe rawit cabe keriting , tipis , bawang merah , tipis , bawang putih , tipis , tomat , potong , gula garam , minyak menumis",5,tumis tahu dan tauge,"6 buah tahu putih satu bgks tauge secukupnya,cuci bersih,sisihkan 1 bgks saos tiram teriyaki cabe rawit dan cabe keriting secukupnya,iris tipis 4 siung bawang merah,iris tipis 2 siung bawang putih,iris tipis 1 2 buah tomat,potong2 secukupnya gula dan garam secukupnya minyak untuk menumis",0.3017
Bacem tahu tempe ala amy kekey,"1 papan tempe ukuran agak besar--15 biji tahu setengah matang--5 biji cabe merah--10 bawang merah uk agak besar--5 biji bawang putih--2 butir kemiri ukuran yg agak besar--1/5 sdm lada--Sedikit jahe--Sedikit kunyit--1 bungkus santen suncara--Sedikit asem jawa--sesuai selera Gula merah--sesuai selera Kecap manis--Garam,micin dan penyedap rasa--","1) Haluskan bawang putih, bawang merah, cabe merah, kemiri,jahe,kunyit, dan lada
2) Setelah bumbu halus,tumis bumbu, masukan garam micin,gula merah dan asam jawa.
3) Setelah bumbu agak kental.Lalu masukkan tempe dan tahu di dalam tumisan bumbu
4) Setelah 1menit, masukkan santan. Tutup dan biarkan agak kering
5) Masukan kecap manis lalu tutup hingga bumbu meresap
6) Beberapa menit sudah matikan kompor dan hidangkan sesuai selera",32,https://cookpad.com/id/resep/4369373-bacem-tahu-tempe-ala-amy-kekey,tempe,bacem tahu tempe ala amy kekey,14,"papan tempe , biji tahu matang , biji cabe merah , bawang merah , biji bawang putih , kemiri , lada , jahe , kunyit , santen suncara , asam jawa , gula merah , kecap manis , garam , micin penyedap",6,bacem tahu tempe ala amy kekey,"1 papan tempe ukuran agak besar 15 biji tahu setengah matang 5 biji cabe merah 10 bawang merah uk agak besar 5 biji bawang putih 2 butir kemiri ukuran yg agak besar 1 5 sdm lada sedikit jahe sedikit kunyit 1 bungkus santen suncara sedikit asem jawa sesuai selera gula merah sesuai selera kecap manis garam,micin dan penyedap rasa",0.3083
Bakwan tahu krispy,1 tahu putih ukuran sedang (tahu 2000an)--Tepung bakwan--secukupnya Garam--Minyak untuk menggoreng--secukupnya Daun bawang (optional)--,"1) Potong tahu kotak kotak kecil (kalau mau lebih krispi tahunya digoreng dulu setengah matang)
2) Larutkan tepung bakwan dengan air secukupnya
3) Masukkan daun bawang dan tahu, aduk aduk kemudian goreng dengan sendok biar tahunya saling merekat",32,https://cookpad.com/id/resep/4208381-bakwan-tahu-krispy,tahu,bakwan tahu krispy,5,"tahu putih tahu an , tepung bakwan , garam , minyak , daun bawang",3,bakwan tahu krispy,1 tahu putih ukuran sedang tahu 2000an tepung bakwan secukupnya garam minyak untuk menggoreng secukupnya daun bawang optional,0.2522
Bakso udang,"250 gr udang, kupas (kulit dan kepala bs utk kuah)--1 butir putih telur--3 siung bawang putih, iris tipis, goreng--1 kotak kecil es batu--7 sdm tapioka--2 sdm terigu--1 batang daung bawang yg hijau iris halus--secukupnya gula, garam, merica--secukupnya air + 1 sdm minyak utk merebus adonan bakso--","1) Blender sampai halus udang, putih telur, bawang putih, dan es batu.
2) Dalam wadah campur tapioka, terigu, daun bawang, udang halus, gula garam dan merica. Aduk rata.
3) Didihkan air + 1 sdm minyak. Bentuk adonan bakso dg menggunakan 2 sendok, masukan ke air, rebus sampai mengapung dan matang.
4) Tiriskan bakso udang.
5) Bisa disajikan dg kuah, taburi daun bawang + bawang goreng. Yummy",32,https://cookpad.com/id/resep/3845910-bakso-udang,udang,bakso udang,9,"udang , kupas kulit kepala bs utk kuah , putih telur , bawang putih , tipis , goreng , kotak es batu , tapioka , terigu , batang daung bawang hijau halus , gula , garam , merica , air + minyak utk merebus adonan bakso",5,bakso udang,"250 gr udang, kupas kulit dan kepala bs utk kuah 1 butir putih telur 3 siung bawang putih, iris tipis, goreng 1 kotak kecil es batu 7 sdm tapioka 2 sdm terigu 1 batang daung bawang yg hijau iris halus secukupnya gula, garam, merica secukupnya air 1 sdm minyak utk merebus adonan bakso",0.3111
Siomay Ayam + Udang,1/2 kg dada ayam (haluskan)--1/2 kg udang (haluskan)--1 bj telur--150 g tepung sagu--1 sdm kecap manis--1 sdm kaldu bubuk (ayam)--1 sdt garam--1 sdm minyak wijen--1 sdt lada bubuk--2 batang daun bawang iris halus (ambil bagian putih nya aja)--3 bh wortel di parut (sisain sedikit buat taburan)--5 blok es batu kotak--Kulit pangsit siap pakai--,"1) Campurkan semua bahan, uleni hingga tercampur rata
2) Isi kulit pangsit dengan isian siomay diatas nya kasih sedikit parutan wortel
3) Siapkan kukusan alasi tutup nya dengan kain, kukus siomay kurleb 30 menit
4) ^_^ Selamat Mencoba ^_^",32,https://cookpad.com/id/resep/4230811-siomay-ayam-udang,udang,siomay ayam + udang,13,"dada ayam haluskan , udang haluskan , bj telur , tepung sagu , kecap manis , kaldu bubuk ayam , garam , minyak wijen , lada , batang daun bawang halus ambil putih nya , wortel parut sisain taburan , blok es batu kotak , kulit pangsit",4,siomay ayam udang,1 2 kg dada ayam haluskan 1 2 kg udang haluskan 1 bj telur 150 g tepung sagu 1 sdm kecap manis 1 sdm kaldu bubuk ayam 1 sdt garam 1 sdm minyak wijen 1 sdt lada bubuk 2 batang daun bawang iris halus ambil bagian putih nya aja 3 bh wortel di parut sisain sedikit buat taburan 5 blok es batu kotak kulit pangsit siap pakai,0.2573
Telur ceplok kecap manis pedas,4 butir telur ayam--1 butir cabai merah besar--5 buah cabai rawit--2 siung bawang merah--1 siung bawah putih--3 sdm kecap manis--1 sdm tepung maizena--secukupnya Air--secukupnya Gula pasir dan penyedap rasa--secukupnya Minyak goreng--,"1) Goreng telur ceplok seperti biasa. Sisihkan.
2) Goreng bawang merah bawang putih dan cabai yg telah dipotong tipis-tipis. Tunggu sampai harum dan layu.
3) Tambahkan air, kecap, gula dan garam secukupnya. Cicipi jika sudah pas, tambahkan maizena yang telah dicampur air sedikit demi sedikit.
4) Masukkan telur ceplok. Lalu campur bumbu dengan rata. Angkat lalu sajikan.",32,https://cookpad.com/id/resep/3944916-telur-ceplok-kecap-manis-pedas,telur,telur ceplok kecap manis pedas,10,"telur ayam , cabai merah , cabai rawit , bawang merah , putih , kecap manis , tepung maizena , air , gula pasir penyedap , minyak goreng",4,telur ceplok kecap manis pedas,4 butir telur ayam 1 butir cabai merah besar 5 buah cabai rawit 2 siung bawang merah 1 siung bawah putih 3 sdm kecap manis 1 sdm tepung maizena secukupnya air secukupnya gula pasir dan penyedap rasa secukupnya minyak goreng,0.2885
Ayam Rica Kemangi,"5 potong Ayam--1 ikat daun kemangi--2 butir kemiri--5 buah cabe rawit merah--5 siung bawang merah--2 buah bawang putih--1 ruas jahe--1 buah sereh (ambil bagian putihnya)--secukupnya Kaldu jamur--secukupnya Garam, gula, lada & kecap--2 lembar daun jeruk (iris kecil-kecil)--","1) Rebus ayam sebentar buang buih2 airnya
2) Haluskan: bawang merah, bawang putih, kemiri, cabe, jahe dan sereh.
3) Tumis bumbu halus, setelah berbau harum masukkan daun jeruk. Beri air secukupnya (kurleb 1 gelas).
4) Masukkan ayam, masukkan gula garam lada kaldu jamur dan kecap. Biarkan sampai ayam matang dan kuah menyusut.
5) Sebelum diangkat masukkan daun kemangi. Aduk sebentar. Angkat dan sajikan",32,https://cookpad.com/id/resep/4422903-ayam-rica-kemangi,ayam,ayam rica kemangi,11,"potong ayam , daun kemangi , kemiri , cabe rawit merah , bawang merah , bawang putih , jahe , serai ambil putihnya , kaldu jamur , garam , gula , lada & kecap , daun jeruk",5,ayam rica kemangi,"5 potong ayam 1 ikat daun kemangi 2 butir kemiri 5 buah cabe rawit merah 5 siung bawang merah 2 buah bawang putih 1 ruas jahe 1 buah sereh ambil bagian putihnya secukupnya kaldu jamur secukupnya garam, gula, lada kecap 2 lembar daun jeruk iris kecil kecil",0.3127
Tongseng Kambing ala Solo,"750 gr kambing muda, potong kecil2--1 ltr air kelapa--10 bh cabe rawit, iris serong--1 btg daun bawang, iris serong--1 bh tomat mengkal, buang isinya, potong kotak kecil--2 siung bawang merah, iris tipis--2 lbr daun jeruk--2 lbr daun salam--1 btg serai--10 cm lengkuas/laos, geprek--1 sdm kecap manis--1 sdm kecap asin--secukupnya garam dan merica--bumbu halus :--10 siung bawang merah--4 siung bawang putih--1 ruas kunyit--5 cm jahe--7 bh cabe rawit--7 bh cabe merah--","1) Panaskan minyak untuk menumis, masukkan bawang iris, tumis hingga harum, masukkan bumbu halus, masukkan serai, daun jeruk, lengkuas dan daun salam, tumis hingga tanak
2) Setelah itu masukkan daging kambing, aduk rata, tambahkan air kelapa, aduk rata, biarkan meresap dan daging melunak, tutup
3) Setelah 10 menit, buka dan aduk rata, tambahkan kecap asin dan kecap manis, aduk rata kembali
4) Tambahkan garam dan merica, test kematangan daging, jika belum lembut, biarkan lagi
5) Setelah daging lembut masukkan irisan cabe rawit dan daun bawang
6) Jika air menyusut, boleh ditambahkan sedikit air, setelah matang masukkan tomat, aduk sebentar, angkat, taburi bawang goreng
7) Tongseng siap dinikmati bersama nasi putih",32,https://cookpad.com/id/resep/2291192-tongseng-kambing-ala-solo,kambing,tongseng kambing ala solo,20,"kambing muda , potong , ltr air kelapa , cabe rawit , serong , btg daun bawang , serong , tomat mengkal , buang isinya , potong kotak , bawang merah , tipis , daun jeruk , daun salam , serai , lengkuas laos , geprek , kecap manis , kecap asin , garam merica , bumbu halus , bawang merah , bawang putih , kunyit , jahe , cabe rawit , cabe merah",7,tongseng kambing ala solo,"750 gr kambing muda, potong kecil2 1 ltr air kelapa 10 bh cabe rawit, iris serong 1 btg daun bawang, iris serong 1 bh tomat mengkal, buang isinya, potong kotak kecil 2 siung bawang merah, iris tipis 2 lbr daun jeruk 2 lbr daun salam 1 btg serai 10 cm lengkuas laos, geprek 1 sdm kecap manis 1 sdm kecap asin secukupnya garam dan merica bumbu halus 10 siung bawang merah 4 siung bawang putih 1 ruas kunyit 5 cm jahe 7 bh cabe rawit 7 bh cabe merah",0.2819
Orek tempe kering,"1 papan tempe--5 biji cabai merah besar--6-8 siung bawang merah--4 siung bawang putih--1 ruas jari asam kandis--2 lembar daun salam--5 lembar daun jeruk--4 sdm kecap manis--3 sdm gula pasir--1,5 sdt garam--1 sdt kaldu jamur--","1) Potong² tempe menyerupai korek api jgn terlalu tebal ya tipis² aja
2) Goreng tempe sampai golden brown dan terasa ringan saat di aduk². dinginkan
3) Haluskan bawang merah,bawang putih,asam kandis
4) Siapkan wajan beri sedikit minyak tumis bumbu halus, tambahkan gula,garam,kaldu jamur,kecap manis,daun salam,daun jeruk, dan sedikit air (airnya dikit aja ya) Test rasa
5) Masukkan tempe yang sudah di goreng, aduk² terus sampai tercampur rata. Matikan api diamkan sampai dingin, masukkan ke dalam toples kedap udara",32,https://cookpad.com/id/resep/3733387-orek-tempe-kering,tempe,orek tempe kering,11,"papan tempe , biji cabai merah , bawang merah , bawang putih , asam kandis , daun salam , daun jeruk , kecap manis , gula pasir , garam , kaldu jamur",5,orek tempe kering,"1 papan tempe 5 biji cabai merah besar 6 8 siung bawang merah 4 siung bawang putih 1 ruas jari asam kandis 2 lembar daun salam 5 lembar daun jeruk 4 sdm kecap manis 3 sdm gula pasir 1,5 sdt garam 1 sdt kaldu jamur",0.3275
